CSV-Export;Version: 1.01;Separator: Semicolon

;SENS0500;SENS0500;SENS0500;SENS0500;SENS0500;SENS0500;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50;WR725-50
06:15;0;3,644;30132,104;-273,17;9,481;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:30;0;6,87;30132,357;-273,17;9,195;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06:45;0;12,711;30132,605;-273,17;9,352;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07:00;0;23,563;30132,854;-273,17;9,68;0;;;;;;;;;;;;;;;;;1911,669;50,01;0;14090,131;13117,366;0;0;1647;0;3000;2000313669;3;237,611;141,167;455;0;;;;;;;;;;;;;;;;
07:15;0;28,344;30133,104;-273,17;10,017;0;2018,456;49,972;0;14149,121;13053,021;0;0;1645;0;3000;2000313667;3;236,167;140,667;455;0;1911,669;49,981;0;14090,38;13117,366;0;0;1647;0;3000;2000313669;3;236,82;141,262;455;0;;;;;;;;;;;;;;;;
07:30;0;44,767;30133,352;-273,17;10,459;0;2018,457;49,975;0;14149,373;13053,113;23,402;62,011;1646;5,483;3000;2000313667;7;239,138;134,678;306,483;0,364;1911,67;49,976;0;14090,632;13117,477;31,379;82,506;1648;7,414;3000;2000313669;7;239,425;133,437;279,425;0,422;1416,753;49,977;0;14133,937;13234,597;0;0;1432;0;3000;2000324311;3;240,961;144,02;455;0
07:45;0;68,57;30133,601;-273,17;11,395;0;2018,462;49,982;0;14149,622;13053,362;83,972;211,692;1646;19,832;3000;2000313667;7;239,785;122;122;0,751;1911,676;49,983;0;14090,881;13117,726;92,449;230,196;1648;21,85;3000;2000313669;7;239,925;122;122;0,752;1416,753;49,981;0;14134,189;13234,626;5,769;15,287;1433;1,343;3000;2000324311;7;240,639;145,148;415,222;0,118
08:00;0;69,944;30133,852;-273,17;13,527;0;2018,472;49,995;0;14149,873;13053,613;179,833;410,213;1646;42,648;3000;2000313667;7;238,907;123,185;123,481;0,751;1911,689;49,998;0;14091,133;13117,977;228,019;513,037;1648;54,278;3000;2000313669;7;239,417;122,352;122,731;0,749;1416,756;49,996;0;14134,44;13234,877;43,759;118,315;1433;10,167;3000;2000324311;7;239,704;122;122;0,725
08:15;0;263,287;30134,102;-273,17;17,361;0;2018,503;49,987;0;14150,123;13053,863;526,204;1041,926;1646;125,194;3000;2000313667;7;238,5;131,111;131,5;0,746;1911,726;49,99;0;14091,383;13118,227;614,963;1186,907;1648;146,944;3000;2000313669;7;239,481;134,148;134,537;0,741;1416,76;49,988;0;14134,69;13235,128;75,037;190,13;1433;17,602;3000;2000324311;7;239,028;122,574;122,694;0,727
08:30;0;317,444;30134,351;-273,17;22,65;0;2018,54;49,962;0;14150,373;13054,113;613,38;1172,13;1646;145,185;3000;2000313667;7;237,259;134,639;135,019;0,749;1911,767;49,965;0;14091,632;13118,477;692,417;1321,306;1648;164,602;3000;2000313669;7;238,185;134,861;135,231;0,744;1416,765;49,963;0;14134,939;13235,377;89,204;221,731;1433;20,889;3000;2000324311;7;237,907;122;123;0,722
08:45;0;367,486;30134,6;-273,17;26,652;0;2018,58;49,959;0;14150,624;13054,364;687,102;1312,417;1646;162;3000;2000313667;7;236,278;133,796;134,194;0,754;1911,812;49,962;0;14091,884;13118,728;764,231;1451,907;1648;180,796;3000;2000313669;7;236,972;134,472;134,806;0,744;1416,771;49,96;0;14135,189;13235,627;98,963;241,355;1433;23,131;3000;2000324311;7;236,785;122,645;123,617;0,73
09:00;0;436,733;30134,835;-273,17;29,794;0;2018,624;49,982;0;14150,857;13054,597;790,43;1552,05;1646;188,63;3000;2000313667;7;239,08;131,04;131,41;0,748;1911,861;49,985;0;14092,117;13118,961;866,41;1682,79;1648;207,06;3000;2000313669;7;239,33;132,52;132,87;0,744;1416,779;49,983;0;14135,424;13235,862;130,317;306,743;1433;30,861;3000;2000324311;7;239,129;123,881;124,02;0,734
09:15;0;506,935;30135,085;-273,17;32,55;0;2018,678;49,997;0;14151,107;13054,847;894,843;1780,917;1646;213,139;3000;2000313667;7;238,611;128,787;129,111;0,746;1911,918;49,999;0;14092,367;13119,211;965,574;1877,352;1648;230,731;3000;2000313669;7;239,333;132,167;132,537;0,749;1416,793;49,998;0;14135,674;13236,112;242,352;489,593;1433;57,454;3000;2000324311;7;238,574;134,75;135,083;0,722
09:30;0;543,87;30135,335;-273,17;33,834;0;2018,734;49,955;0;14151,358;13055,098;934,102;1840,806;1646;221,944;3000;2000313667;7;238;129,694;130,093;0,749;1911,978;49,958;0;14092,617;13119,462;999,333;1969,546;1648;237,852;3000;2000313669;7;238,296;129,741;130,093;0,747;1416,828;49,956;0;14135,924;13236,362;592,38;1158,102;1433;140,731;3000;2000324311;7;238,167;132,472;132,815;0,724
09:45;0;573,407;30135,586;-273,17;35,841;0;2018,791;49,974;0;14151,608;13055,349;962,639;1867,611;1646;228,731;3000;2000313667;7;237,991;131,704;132,065;0,753;1912,039;49,977;0;14092,868;13119,712;1024,296;2017,074;1648;243,435;3000;2000313669;7;237,963;129,713;130,056;0,748;1416,869;49,974;0;14136,173;13236,611;679,131;1318,093;1433;161,318;3000;2000324311;7;237,991;132,579;132,953;0,721
10:00;0;662,692;30135,834;-273,17;36,149;0;2018,856;49,976;0;14151,857;13055,597;1107,701;2178,28;1646;263,019;3000;2000313667;7;237,692;129,85;130,252;0,753;1912,109;49,978;0;14093,119;13119,963;1168,889;2301;1648;277,676;3000;2000313669;7;237,833;129,611;129,917;0,738;1416,918;49,976;0;14136,424;13236,862;824,861;1591,519;1433;195,944;3000;2000324311;7;237,917;132,676;133,056;0,713
10:15;0;695,426;30136,085;-273,17;37,233;0;2018,925;49,994;0;14152,108;13055,849;1146,713;2310,352;1646;273,528;3000;2000313667;7;238,769;127,167;127,5;0,751;1912,18;49,996;0;14093,368;13120,212;1198,822;2373,103;1648;286,215;3000;2000313669;7;239,028;129,57;129,916;0,733;1416,971;49,994;0;14136,675;13237,113;887,676;1754,019;1433;212;3000;2000324311;7;239,139;130,102;130,435;0,712
10:30;0;721,565;30136,335;-273,17;37,795;0;2018,996;49,989;0;14152,359;13056,099;1191,315;2402,917;1646;282,546;3000;2000313667;7;237,481;126,259;126,611;0,748;1912,254;49,991;0;14093,619;13120,463;1234,231;2431,602;1648;293,444;3000;2000313669;7;238,009;129,63;129,944;0,733;1417,029;49,99;0;14136,924;13237,361;969,336;1920,336;1433;230,748;3000;2000324311;7;238,393;129,178;129,486;0,718
10:45;0;697,411;30136,584;-273,17;39,423;0;2019,064;49,993;0;14152,608;13056,348;1151,617;2346,234;1646;272,607;3000;2000313667;7;237,037;124,794;125,215;0,739;1912,324;49,994;0;14093,868;13120,712;1184,785;2332,607;1648;281,206;3000;2000313669;7;237,636;129,533;129,85;0,749;1417,086;49,993;0;14137,175;13237,613;963,37;1910,028;1433;228,954;3000;2000324311;7;237,991;128,852;129,222;0,715
11:00;0;729,167;30136,835;-273,17;39,483;0;2019,136;49,988;0;14152,859;13056,599;1210,852;2462,963;1646;286,833;3000;2000313667;7;237,167;125,037;125,389;0,75;1912,398;49,99;0;14094,119;13120,963;1236,028;2424,185;1648;293,074;3000;2000313669;7;237,398;129,861;130,194;0,74;1417,148;49,988;0;14137,424;13237,862;1038,336;2031,785;1433;246,178;3000;2000324311;7;237,374;130,206;130,523;0,717
11:15;0;673,613;30137,083;-273,17;41,918;0;2019,202;49,985;0;14153,109;13056,85;1094,794;2295,093;1646;260,766;3000;2000313667;7;238,514;122,028;122,383;0,744;1912,464;49,987;0;14094,369;13121,214;1108,121;2223,15;1648;264,477;3000;2000313669;7;238,981;128,028;128,355;0,741;1417,205;49,985;0;14137,674;13238,112;956,009;1911,991;1433;228,187;3000;2000324311;7;239,037;128,636;129,009;0,714
11:30;0;747,981;30137,334;-273,17;43,059;0;2019,274;49,984;0;14153,358;13057,098;1215,85;2492,234;1646;290,29;3000;2000313667;7;239,009;125,093;125,458;0,743;1912,537;49,987;0;14094,618;13121,462;1227,551;2478,71;1648;293,561;3000;2000313669;7;239,467;127,15;127,505;0,739;1417,271;49,984;0;14137,925;13238,363;1086,25;2232,435;1433;259,648;3000;2000324311;7;239,352;124,87;125,213;0,715
11:45;0;696,093;30137,584;-273,17;43,044;0;2019,341;49,987;0;14153,609;13057,349;1120,14;2262,178;1646;267,336;3000;2000313667;7;238,963;126,981;127,299;0,744;1912,605;49,99;0;14094,869;13121,713;1123,879;2260,243;1648;268,925;3000;2000313669;7;239,551;127,785;128,15;0,736;1417,332;49,988;0;14138,174;13238,611;1033,821;2139,274;1433;247,028;3000;2000324311;7;239,283;123,991;124,34;0,707
12:00;0;604,458;30137,833;-273,17;39,93;0;2019,4;49,994;0;14153,858;13057,598;994,869;2040,121;1646;236,673;3000;2000313667;7;238,318;124,953;125,308;0,743;1912,664;49,997;0;14095,118;13121,962;985,748;2015,57;1648;235,234;3000;2000313669;7;239,103;126,28;126,626;0,741;1417,388;49,995;0;14138,425;13238,863;929,046;1928,639;1433;221,63;3000;2000324311;7;239,102;123,991;124,38;0,714
12:15;0;454,324;30138,084;-273,17;37,957;0;2019,444;49,997;0;14154,109;13057,849;732,806;1520,852;1646;174,343;3000;2000313667;7;238,324;123,778;124,13;0,75;1912,707;50;0;14095,369;13122,213;719,898;1479,713;1648;171,5;3000;2000313669;7;238,639;125,657;126,028;0,734;1417,429;49,997;0;14138,674;13239,112;679,299;1405,271;1433;161,944;3000;2000324311;7;238,879;125,196;125,551;0,703
12:30;0;679,657;30138,333;-273,17;39,025;0;2019,509;49,986;0;14154,359;13058,099;1085,25;2223,565;1646;259,833;3000;2000313667;7;239,63;125,731;126,074;0,74;1912,771;49,988;0;14095,619;13122,463;1055,046;2138,528;1648;252,963;3000;2000313669;7;239,991;127,398;127,713;0,73;1417,492;49,986;0;14138,926;13239,364;1021,633;2036,165;1433;245,385;3000;2000324311;7;240,45;129,55;129,899;0,702
12:45;0;513,472;30138,583;-273,17;38,091;0;2019,559;49,986;0;14154,61;13058,35;819,491;1655,37;1646;194,685;3000;2000313667;7;238,009;126,796;127,148;0,746;1912,819;49,988;0;14095,869;13122,714;803,944;1626,944;1648;191,019;3000;2000313669;7;237,991;126,528;126,843;0,731;1417,54;49,986;0;14139,177;13239,614;796,426;1590,583;1433;189,63;3000;2000324311;7;238,546;128,574;128,935;0,712
13:00;0;693,778;30138,833;-273,17;39,402;0;2019,625;49,987;0;14154,859;13058,6;1135,935;2298,778;1646;268,861;3000;2000313667;7;237,028;125,481;125,861;0,744;1912,885;49,989;0;14096,119;13122,964;1123,574;2242,787;1648;266,361;3000;2000313669;7;237,398;127,565;127,898;0,738;1417,607;49,987;0;14139,426;13239,864;1133,954;2343,463;1433;269,185;3000;2000324311;7;237,667;123,296;123,713;0,707
13:15;0;764;30139,082;-273,17;43,394;0;2019,698;49,982;0;14155,111;13058,851;1223,083;2414,426;1646;288,565;3000;2000313667;7;236,176;128,481;128,833;0,747;1912,956;49,984;0;14096,371;13123,215;1182,324;2402,074;1648;279,509;3000;2000313669;7;236,667;124,963;125,343;0,738;1417,68;49,982;0;14139,676;13240,113;1244,346;2509,187;1433;294,178;3000;2000324311;7;236,617;125,869;126,196;0,709
13:30;0;645,185;30139,333;-273,17;44,302;0;2019,76;49,999;0;14155,36;13059,1;1038,103;2084,178;1646;245,262;3000;2000313667;7;236,542;127,252;127,682;0,75;1913,016;50,001;0;14096,62;13123,464;1005,196;1991,028;1648;237,86;3000;2000313669;7;236,935;128,523;128,897;0,736;1417,744;49,999;0;14139,927;13240,365;1068,972;2111,657;1433;252,972;3000;2000324311;7;236,991;128,843;129,167;0,703
13:45;0;297,009;30139,582;-273,17;35,785;0;2019,788;49,998;0;14155,61;13059,35;470,093;972,477;1646;111,318;3000;2000313667;7;237,299;125,86;126,206;0,742;1913,043;50;0;14096,869;13123,714;456,196;941,449;1648;108,075;3000;2000313669;7;237,439;127,009;127,421;0,738;1417,773;49,999;0;14140,177;13240,614;483,449;1020,757;1433;114,617;3000;2000324311;7;237,626;124,084;124,421;0,704
14:00;0;387,546;30139,832;-273,17;34,603;0;2019,824;49,997;0;14155,861;13059,601;610,065;1288,241;1646;144,907;3000;2000313667;7;237,963;122,324;122,676;0,744;1913,078;50;0;14097,12;13123,965;587,083;1210,352;1648;139,426;3000;2000313669;7;238,056;125,074;125,444;0,745;1417,811;49,997;0;14140,428;13240,865;633,213;1252,731;1433;150,454;3000;2000324311;7;238,074;130,222;130,611;0,702
14:15;0;568,15;30140,081;-273,17;38,441;0;2019,879;49,986;0;14156,109;13059,85;923,626;1865,318;1646;219,402;3000;2000313667;7;237,944;126,467;126,822;0,74;1913,13;49,988;0;14097,372;13124,216;878,87;1744,176;1648;208,796;3000;2000313669;7;237,981;128,833;129,176;0,728;1417,869;49,986;0;14140,676;13241,114;985,421;1983,43;1433;234,916;3000;2000324311;7;238,72;127,234;127,636;0,705
14:30;0;715,463;30140,332;-273,17;41,77;0;2019,949;49,997;0;14156,361;13060,101;1187,019;2390,824;1646;282,185;3000;2000313667;7;237,991;126,796;127,148;0,742;1913,196;49,999;0;14097,621;13124,465;1109,056;2252,187;1648;263,757;3000;2000313669;7;238,159;125,766;126,121;0,735;1417,946;49,997;0;14140,928;13241,366;1284,87;2641,963;1433;306,583;3000;2000324311;7;238,87;124,62;124,954;0,71
14:45;0;548,71;30140,581;-273,17;41,005;0;2020,002;49,983;0;14156,61;13060,35;887,411;1819,953;1646;210,757;3000;2000313667;7;237,879;124,682;125,009;0,747;1913,244;49,986;0;14097,872;13124,716;809,88;1611,926;1648;192,435;3000;2000313669;7;237,981;128,88;129,259;0,739;1418,002;49,983;0;14141,177;13241,615;937,589;1853,346;1433;223,271;3000;2000324311;7;238,477;130,121;130,439;0,706
15:00;0;523,481;30140,83;-273,17;39,981;0;2020,053;49,985;0;14156,859;13060,599;858,981;1749,472;1646;204,787;3000;2000313667;7;238,954;125,935;126,241;0,742;1913,291;49,987;0;14098,122;13124,967;770,472;1545,046;1648;183,917;3000;2000313669;7;239,278;128,398;128,806;0,742;1418,06;49,985;0;14141,426;13241,864;961,87;1971,519;1433;230,12;3000;2000324311;7;239,778;125,333;125,704;0,7
15:15;0;383,785;30141,08;-273,17;35,389;0;2020,091;49,991;0;14157,112;13060,852;620,139;1253,13;1646;148,185;3000;2000313667;7;239,38;128,935;129,324;0,743;1913,323;49,993;0;14098,372;13125,216;551,636;1164,131;1648;132;3000;2000313669;7;239,963;123,579;123,972;0,736;1418,102;49,992;0;14141,677;13242,114;707,15;1465,467;1433;169,71;3000;2000324311;7;240,355;125,178;125,551;0,704
15:30;0;378,771;30141,332;-273,17;35,021;0;2020,129;49,986;0;14157,362;13061,102;638,685;1320,565;1646;152,491;3000;2000313667;7;239,204;125,167;125,537;0,754;1913,358;49,988;0;14098,622;13125,466;570,204;1173,843;1648;136,472;3000;2000313669;7;239,963;126,213;126,593;0,739;1418,145;49,986;0;14141,927;13242,364;720,593;1462,898;1433;172,75;3000;2000324311;7;240,194;127,231;127,611;0,694
15:45;0;364,935;30141,58;-273,17;39,084;0;2020,165;49,989;0;14157,611;13061,351;602,243;1262,766;1646;143,636;3000;2000313667;7;239,047;123,589;123,925;0,748;1913,39;49,991;0;14098,873;13125,717;531,657;1090,213;1648;127,287;3000;2000313669;7;239,972;127,417;127,731;0,744;1418,189;49,989;0;14142,178;13242,615;723,083;1501,769;1433;173,296;3000;2000324311;7;240,074;124,954;125,361;0,707
16:00;0;324,477;30141,83;-273,17;36,56;0;2020,197;49,994;0;14157,863;13061,603;532,343;1089,741;1646;126,926;3000;2000313667;7;239,028;127,037;127,463;0,747;1913,418;49,996;0;14099,123;13125,967;464,047;971,935;1648;111;3000;2000313669;7;239,916;125,682;126,056;0,737;1418,228;49,995;0;14142,428;13242,865;652,636;1336,607;1433;156,308;3000;2000324311;7;240,009;127,037;127,346;0,699
16:15;0;316,472;30142,081;-273,17;37,536;0;2020,228;49,979;0;14158,112;13061,852;526,505;1087,383;1646;125,664;3000;2000313667;7;239,346;126,327;126,682;0,741;1913,444;49,982;0;14099,371;13126,216;434,776;922,019;1648;104,009;3000;2000313669;7;239,916;124,542;124,944;0,739;1418,271;49,98;0;14142,679;13243,116;706,593;1469,417;1433;169,639;3000;2000324311;7;240,583;124,75;125,176;0,701
16:30;0;275,852;30142,331;-273,17;36,295;0;2020,256;49,976;0;14158,363;13062,103;460,333;963,472;1646;109,787;3000;2000313667;7;239,213;125,278;125,676;0,739;1913,466;49,978;0;14099,622;13126,467;375,556;795,778;1648;89,806;3000;2000313669;7;239,954;125,546;125,88;0,739;1418,309;49,976;0;14142,927;13243,365;638,252;1323,458;1433;152,869;3000;2000324311;7;240,037;125,393;125,804;0,703
16:45;0;221,14;30142,58;-273,17;34,87;0;2020,278;49,978;0;14158,612;13062,352;365,402;776,794;1646;86,271;3000;2000313667;7;237,028;123,813;124,131;0,754;1913,484;49,98;0;14099,871;13126,716;304,477;652,178;1648;71,991;3000;2000313669;7;237,486;124,729;125,065;0,752;1418,34;49,978;0;14143,179;13243,616;504,111;1055,769;1433;119,38;3000;2000324311;7;237,556;123,759;124,139;0,7
17:00;0;203,426;30142,831;-273,17;33,832;0;2020,298;49,994;0;14158,863;13062,603;339,343;718,963;1646;79,963;3000;2000313667;7;236,546;124,778;125,12;0,74;1913,501;49,997;0;14100,122;13126,967;278,028;597,694;1648;65,528;3000;2000313669;7;236,87;124,806;125,148;0,742;1418,368;49,995;0;14143,427;13243,865;488,477;996,486;1433;115,589;3000;2000324311;7;237,28;127,196;127,57;0,706
17:15;0;156,38;30143,08;-273,17;32,903;0;2020,312;49,985;0;14159,113;13062,853;243,231;514,935;1646;57,472;3000;2000313667;7;237,676;128,407;128,722;0,746;1913,513;49,987;0;14100,372;13127,217;204,574;452,333;1648;48,278;3000;2000313669;7;237,602;125,074;125,435;0,74;1418,39;49,985;0;14143,677;13244,115;352,463;742,528;1433;83,556;3000;2000324311;7;238,056;125,731;126,028;0,704
17:30;0;137,037;30143,329;-273,17;31,58;0;2020,325;49,982;0;14159,362;13063,102;213;475,963;1646;50,159;3000;2000313667;7;237,215;122,935;123,308;0,752;1913,524;49,984;0;14100,621;13127,466;180,262;390,738;1648;42,393;3000;2000313669;7;237,131;129,15;129,533;0,747;1418,404;49,983;0;14143,929;13244,366;234,546;502,093;1433;55,463;3000;2000324311;7;238;127,759;128,148;0,713
17:45;0;123,009;30143,58;-273,17;31,154;0;2020,336;49,97;0;14159,613;13063,353;188,62;422,12;1646;44,426;3000;2000313667;7;236,935;124,648;125,037;0,75;1913,534;49,973;0;14100,872;13127,717;165,056;369,176;1648;38,824;3000;2000313669;7;236,935;126,102;126,444;0,735;1418,415;49,97;0;14144,177;13244,615;183,935;408,411;1433;43,411;3000;2000324311;7;237,822;126,103;126,458;0,716
18:00;0;96,206;30143,829;-273,17;30,122;0;2020,344;49,982;0;14159,861;13063,601;128,374;295,262;1646;30,093;3000;2000313667;7;237,065;126;126,15;0,755;1913,541;49,984;0;14101,121;13127,965;120,71;289,888;1648;28,383;3000;2000313669;7;237,579;121,785;122,589;0,742;1418,423;49,982;0;14144,428;13244,866;131,269;303,426;1433;30,898;3000;2000324311;7;238,046;125,537;126,13;0,718
18:15;0;94,472;30144,078;-273,17;30,076;0;2020,351;49,988;0;14160,113;13063,853;122,835;292,651;1646;28,734;3000;2000313667;7;236,422;121,954;122,569;0,755;1913,548;49,99;0;14101,373;13128,217;117,248;280,945;1648;27,44;3000;2000313669;7;237,046;122,009;123;0,747;1418,43;49,988;0;14144,678;13245,116;127,111;289,167;1433;29,88;3000;2000324311;7;237,093;127,991;128,278;0,711
18:30;0;75,278;30144,33;-273,17;29,635;0;2020,357;49,978;0;14160,363;13064,103;93,187;233,15;1646;21,748;3000;2000313667;7;236,103;120;121;0,755;1913,553;49,98;0;14101,623;13128,467;87,72;219,879;1648;20,467;3000;2000313669;7;236,86;120,822;121,822;0,739;1418,436;49,979;0;14144,927;13245,365;93,692;222,402;1433;21,925;3000;2000324311;7;237;127;127;0,717
18:45;0;66,5;30144,579;-273,17;29,224;0;2020,362;49,973;0;14160,612;13064,352;78,917;199,704;1646;18,333;3000;2000313667;7;236,389;120,889;121,417;0,752;1913,558;49,976;0;14101,872;13128,716;76,991;196,907;1648;17,917;3000;2000313669;7;236,954;120,019;121;0,749;1418,441;49,973;0;14145,179;13245,617;78,725;193,138;1433;18,349;3000;2000324311;7;237,083;125,119;125,165;0,713
19:00;0;49,262;30144,828;-273,17;28,385;0;2020,365;49,987;0;14160,862;13064,602;51,626;136,729;1646;11,879;3000;2000313667;7;236,692;121;121;0,748;1913,561;49,989;0;14102,122;13128,966;48,477;129,075;1648;11,131;3000;2000313669;7;236,981;121,075;121,355;0,747;1418,444;49,988;0;14145,429;13245,867;51,112;135,888;1433;11,804;3000;2000324311;7;237,336;121;121;0,711
19:15;0;33,426;30145,077;-273,17;27,237;0;2020,366;50,004;0;14161,114;13064,854;21,248;57,853;1646;4,67;3000;2000313667;7;235,78;120,138;120,661;0,771;1913,562;50,006;0;14102,374;13129,218;19,761;54,064;1648;4,358;3000;2000313669;7;236,229;121;121;0,766;1418,445;50,004;0;14145,679;13246,116;17,13;46,954;1433;3,731;3000;2000324311;7;236,88;120,769;121,083;0,727
